Number,Character,Pinyin,English,CHR/million,Known,,,,,,,,
1675,柔,róu,soft  ,32.92,,,,,,,,,
1676,患,huàn,suffer  ,32.88,,,,,,,,,
1677,剑,jiàn,sword  ,32.83,,,,,,,,,
1678,篇,piān,section  ,32.83,,,,,,,,,
1679,汗,hàn,sweat  ,32.81,,,,,,,,,
1680,牺,xī,victimize  ,32.79,,,,,,,,,
1681,阶,jiē,step  ,32.77,,,,,,,,,
1682,割,gē,cut  ,32.75,,,,,,,,,
1683,拔,bá,pull  ,32.64,,,,,,,,,
1684,酸,suān,sour  ,32.6,,,,,,,,,
1685,叶,yè,leaf  ,32.56,,,,,,,,,
1686,歇,xiē,rest  ,32.49,,,,,,,,,
1687,亿,yì,one hundred million  ,32.47,,,,,,,,,
1688,趟,tàng,traverse  ,32.43,,,,,,,,,
1689,扭,niǔ,twist  ,32.39,,,,,,,,,
1690,稣,sū,savior  ,32.39,,,,,,,,,
1691,胶,jiāo,glue  ,32.32,,,,,,,,,
1692,裸,luǒ,naked  ,32.3,,,,,,,,,
1693,眠,mián,sleep  ,32.19,,,,,,,,,
1694,融,róng,merge  ,32.17,,,,,,,,,
1695,仿,fǎng,imitation  ,32,,,,,,,,,
1696,抬,tái,lift  ,31.94,,,,,,,,,
1697,臂,bì,arm  ,31.75,,,,,,,,,
1698,潮,cháo,tide  ,31.7,,,,,,,,,
1699,舌,shé,tongue  ,31.64,,,,,,,,,
1700,舍,shè,shelter  ,31.64,,,,,,,,,
1701,焦,jiāo,anxiety,31.62,,,,,,,,,
1702,赋,fù,assign  ,31.62,,,,,,,,,
1703,悉,xī,know  ,31.55,,,,,,,,,
1704,径,jìng,path  ,31.49,,,,,,,,,
1705,撑,chēng,support  ,31.49,,,,,,,,,
1706,咯,luo,sound of coughing  ,31.47,,,,,,,,,
1707,泥,ní,clay  ,31.43,,,,,,,,,
1708,贩,fàn,peddle  ,31.38,,,,,,,,,
1709,哼,hēng,hum  ,31.32,,,,,,,,,
1710,佬,lǎo,old man  ,31.28,,,,,,,,,
1711,宴,yàn,banquet  ,31.23,,,,,,,,,
1712,艘,sōu,measure word for ships  ,31.21,,,,,,,,,
1713,寸,cùn,inch  ,31.21,,,,,,,,,
1714,誉,yù,praise  ,31.19,,,,,,,,,
1715,陈,chén,display  ,31.19,,,,,,,,,
1716,惩,chéng,punish  ,31.15,,,,,,,,,
1717,宜,yí,suitable  ,31.04,,,,,,,,,
1718,兔,tù,rabbit  ,31,,,,,,,,,
1719,奈,nài,why  ,30.96,,,,,,,,,
1720,墓,mù,tomb  ,30.93,,,,,,,,,
1721,胃,wèi,stomach  ,30.91,,,,,,,,,
1722,页,yè,page  ,30.78,,,,,,,,,
1723,挤,jǐ,squeeze  ,30.7,,,,,,,,,
1724,脆,cuì,brittle  ,30.68,,,,,,,,,
1725,桶,tǒng,bucket  ,30.64,,,,,,,,,
1726,巾,jīn,towel  ,30.64,,,,,,,,,
1727,伏,fú,lie down  ,30.61,,,,,,,,,
1728,佑,yòu,bless  ,30.59,,,,,,,,,
1729,询,xún,inquire  ,30.57,,,,,,,,,
1730,衫,shān,shirt  ,30.51,,,,,,,,,
1731,穷,qióng,poor  ,30.51,,,,,,,,,
1732,缠,chán,tangle  ,30.42,,,,,,,,,
1733,妒,dù,jealous  ,30.4,,,,,,,,,
1734,妆,zhuāng,makeup  ,30.4,,,,,,,,,
1735,旋,xuán,spin  ,30.32,,,,,,,,,
1736,廉,lián,honest  ,30.25,,,,,,,,,
1737,扬,yáng,raise  ,30.19,,,,,,,,,
1738,遥,yáo,distant  ,30.17,,,,,,,,,
1739,蜂,fēng,bee  ,30.17,,,,,,,,,
1740,侧,cè,side  ,30.04,,,,,,,,,
1741,舰,jiàn,ship  ,30.04,,,,,,,,,
1742,夸,kuā,praise  ,30.02,,,,,,,,,
1743,筹,chóu  ,token,29.97,,,,,,,,,
1744,朱,zhū,red  ,29.95,,,,,,,,,
1745,企,qǐ,business  ,29.91,,,,,,,,,
1746,递,dì,hand over  ,29.89,,,,,,,,,
1747,铃,líng,bell  ,29.82,,,,,,,,,
1748,酪,lào,cheese  ,29.8,,,,,,,,,
1749,刷,shuā,brush  ,29.76,,,,,,,,,
1750,纵,zòng,vertical  ,29.74,,,,,,,,,
1751,衬,chèn,underwear  ,29.72,,,,,,,,,
1752,猛,měng,fierce  ,29.59,,,,,,,,,
1753,耀,yào,shine  ,29.57,,,,,,,,,
1754,耻,chǐ,shame  ,29.53,,,,,,,,,
1755,振,zhèn,shake  ,29.48,,,,,,,,,
1756,污,wū,pollute  ,29.44,,,,,,,,,
1757,册,cè,book  ,29.29,,,,,,,,,
1758,殿,diàn,hall  ,29.29,,,,,,,,,
1759,瘾,yǐn,habit  ,29.29,,,,,,,,,
1760,唤,huàn,call  ,29.27,,,,,,,,,
1761,棍,gùn,stick  ,29.16,,,,,,,,,
1762,璃,lí,glass  ,29.12,,,,,,,,,
1763,填,tián,fill  ,28.99,,,,,,,,,
1764,疾,jí,disease  ,28.88,,,,,,,,,
1765,厄,è,unfortunate  ,28.86,,,,,,,,,
1766,娅,yà,China  ,28.82,,,,,,,,,
1767,慰,wèi,comfort  ,28.69,,,,,,,,,
1768,柏,bǎi,cypress  ,28.67,,,,,,,,,
1769,芝,zhī,芝  ,28.65,,,,,,,,,
1770,磅,bàng,pound  ,28.59,,,,,,,,,
1771,谍,dié,spy  ,28.52,,,,,,,,,
1772,宿,xiǔ,lodge  ,28.48,,,,,,,,,
1773,忌,jì,taboo  ,28.44,,,,,,,,,
1774,堪,kān,can  ,28.42,,,,,,,,,
1775,睁,zhēng,open eyes  ,28.42,,,,,,,,,
1776,脖,bó,neck  ,28.39,,,,,,,,,
1777,京,jīng,capital  ,28.37,,,,,,,,,
1778,陌,mò,road  ,28.35,,,,,,,,,
1779,返,fǎn,return  ,28.31,,,,,,,,,
1780,奉,fèng,offer  ,28.31,,,,,,,,,
1781,扇,shàn,fan  ,28.29,,,,,,,,,
1782,肌,jī,muscle  ,28.22,,,,,,,,,
1783,廊,láng,hall  ,28.2,,,,,,,,,
1784,仓,cāng,warehouse  ,28.2,,,,,,,,,
1785,猴,hóu,monkey  ,28.18,,,,,,,,,
1786,慌,huāng,panic  ,28.14,,,,,,,,,
1787,鉴,jiàn,appraisal  ,28.09,,,,,,,,,
1788,凌,líng,profound  ,28.03,,,,,,,,,
1789,仁,rén,kindness  ,27.88,,,,,,,,,
1790,孔,kǒng,hole  ,27.77,,,,,,,,,
1791,税,shuì,tax  ,27.77,,,,,,,,,
1792,杆,gān,pole  ,27.75,,,,,,,,,
1793,嫉,jí,jealous  ,27.71,,,,,,,,,
1794,箭,jiàn,arrow  ,27.56,,,,,,,,,
1795,哟,yō,hey  ,27.52,,,,,,,,,
1796,塑,sù,plastic  ,27.41,,,,,,,,,
1797,湿,shī,wet  ,27.35,,,,,,,,,
1798,揍,zòu,hit  ,27.33,,,,,,,,,
1799,丰,fēng,abundant  ,27.28,,,,,,,,,
1800,捉,zhuō,catch  ,27.28,,,,,,,,,
1801,膀,bǎng,shoulder  ,27.2,,,,,,,,,
1802,幅,fú,width  ,27.2,,,,,,,,,
1803,恕,shù,excuse  ,27.2,,,,,,,,,
1804,吊,diào,hang  ,27.16,,,,,,,,,
1805,踏,tà,step on  ,27.11,,,,,,,,,
1806,泪,lèi,tears  ,27.07,,,,,,,,,
1807,罩,zhào,cover  ,26.9,,,,,,,,,
1808,尴,gān,embarrassed  ,26.84,,,,,,,,,
1809,郁,yù,depressed  ,26.84,,,,,,,,,
1810,尬,gà,embarrassed  ,26.81,,,,,,,,,
1811,茜,xiàn,dye  ,26.81,,,,,,,,,
1812,姨,yí,aunt  ,26.66,,,,,,,,,
1813,崩,bēng,collapse  ,26.6,,,,,,,,,
1814,港,gǎng,harbor  ,26.56,,,,,,,,,
1815,拆,chāi,take apart  ,26.54,,,,,,,,,
1816,淋,lín,soak  ,26.49,,,,,,,,,
1817,玉,yù,jade  ,26.47,,,,,,,,,
1818,勾,gōu,hook  ,26.47,,,,,,,,,
1819,孙,sūn,son  ,26.45,,,,,,,,,
1820,币,bì,currency  ,26.45,,,,,,,,,
1821,魅,mèi,charisma  ,26.34,,,,,,,,,
1822,署,shǔ,office  ,26.19,,,,,,,,,
1823,炮,pào,cannon  ,26.19,,,,,,,,,
1824,奴,nú,slave  ,26.13,,,,,,,,,
1825,桃,táo,peach  ,26.02,,,,,,,,,
1826,培,péi,cultivate  ,26,,,,,,,,,
1827,弥,mí,fill  ,25.98,,,,,,,,,
1828,抚,fǔ,pat  ,25.94,,,,,,,,,
1829,甘,gān,sweet  ,25.9,,,,,,,,,
1830,唇,chún,lip  ,25.87,,,,,,,,,
1831,腐,fǔ,rotten  ,25.81,,,,,,,,,
1832,截,jié,cut  ,25.62,,,,,,,,,
1833,砍,kǎn,chop  ,25.62,,,,,,,,,
1834,宙,zhòu,universe  ,25.62,,,,,,,,,
1835,宠,chǒng,pamper  ,25.6,,,,,,,,,
1836,腰,yāo,waist  ,25.58,,,,,,,,,
1837,秋,qiū,autumn  ,25.51,,,,,,,,,
1838,俗,sú,俗  ,25.49,,,,,,,,,
1839,搅,jiǎo,stir  ,25.45,,,,,,,,,
1840,舱,cāng,cabin  ,25.45,,,,,,,,,
1841,轨,guǐ,track  ,25.43,,,,,,,,,
1842,弯,wān,bend  ,25.38,,,,,,,,,
1843,蛮,mán,rude  ,25.36,,,,,,,,,
1844,侠,xiá,chivalrous  ,25.36,,,,,,,,,
1845,恼,nǎo,angry  ,25.36,,,,,,,,,
1846,渐,jiàn,gradually  ,25.36,,,,,,,,,
1847,滋,zī,nourish  ,25.36,,,,,,,,,
1848,萝,luó,radish  ,25.34,,,,,,,,,
1849,闷,mèn,bored  ,25.26,,,,,,,,,
1850,陛,bì,your majesty  ,25.26,,,,,,,,,
1851,爹,diē,dad  ,25.23,,,,,,,,,
1852,措,cuò,take measures  ,25.23,,,,,,,,,
1853,债,zhài,debt  ,25.19,,,,,,,,,
1854,吞,tūn,swallow  ,25.11,,,,,,,,,
1855,肿,zhǒng,swelling  ,25.11,,,,,,,,,
1856,仙,xiān,fairy  ,25.06,,,,,,,,,
1857,详,xiáng,detailed  ,25.02,,,,,,,,,
1858,毯,tǎn,blanket  ,25.02,,,,,,,,,
1859,奔,bēn,run  ,24.98,,,,,,,,,
1860,庄,zhuāng,village  ,24.94,,,,,,,,,
1861,袖,xiù,sleeve  ,24.81,,,,,,,,,
1862,愈,yù,heal  ,24.72,,,,,,,,,
1863,磁,cí,magnetic  ,24.7,,,,,,,,,
1864,霉,méi,mold  ,24.7,,,,,,,,,
1865,茨,cí,cattail  ,24.7,,,,,,,,,
1866,肺,fèi,lung  ,24.7,,,,,,,,,
1867,缓,huǎn,slow  ,24.55,,,,,,,,,
1868,鹰,yīng,eagle  ,24.55,,,,,,,,,
1869,逗,dòu,tease  ,24.51,,,,,,,,,
1870,储,chǔ,store  ,24.49,,,,,,,,,
1871,碗,wǎn,bowl  ,24.44,,,,,,,,,
1872,番,fān,generation  ,24.29,,,,,,,,,
1873,肖,xiāo,resemble  ,24.27,,,,,,,,,
1874,嘲,cháo,mock  ,24.27,,,,,,,,,
1875,氧,yǎng,oxygen  ,24.21,,,,,,,,,
1876,绩,jī,achievement  ,24.08,,,,,,,,,
1877,撕,sī,tear  ,24.06,,,,,,,,,
1878,囚,qiú,prisoner  ,23.89,,,,,,,,,
1879,贾,jiǎ,seller  ,23.85,,,,,,,,,
1880,垒,lěi,stack  ,23.85,,,,,,,,,
1881,井,jǐng,well  ,23.78,,,,,,,,,
1882,娶,qǔ,marry  ,23.74,,,,,,,,,
1883,勤,qín,diligent  ,23.7,,,,,,,,,
1884,艇,tǐng,boat  ,23.7,,,,,,,,,
1885,炉,lú,stove  ,23.68,,,,,,,,,
1886,旗,qí,flag  ,23.65,,,,,,,,,
1887,昂,áng,raise  ,23.57,,,,,,,,,
1888,垫,diàn,pad  ,23.55,,,,,,,,,
1889,冬,dōng,winter  ,23.46,,,,,,,,,
1890,葡,pú,grape  ,23.44,,,,,,,,,
1891,栋,dòng,building  ,23.33,,,,,,,,,
1892,萄,táo,grape  ,23.31,,,,,,,,,
1893,滴,dī,drop  ,23.29,,,,,,,,,
1894,渡,dù,cross  ,23.25,,,,,,,,,
1895,钓,diào,fish  ,23.18,,,,,,,,,
1896,薪,xīn,salary  ,23.14,,,,,,,,,
1897,腾,téng,leap  ,23.1,,,,,,,,,
1898,驱,qū,drive  ,23.08,,,,,,,,,
1899,钉,dīng,nail  ,23.06,,,,,,,,,
1900,横,héng,horizontal  ,22.86,,,,,,,,,
1901,黛,dài,dark,22.86,,,,,,,,,
1902,榄,lǎn,olive,22.82,,,,,,,,,
1903,贼,zéi,thief,22.74,,,,,,,,,
1904,溃,kuì,collapse,22.72,,,,,,,,,
1905,踩,cǎi,step on,22.72,,,,,,,,,
1906,橄,gǎn,olive,22.65,,,,,,,,,
1907,拘,jū,restrain,22.59,,,,,,,,,
1908,犬,quǎn,dog,22.52,,,,,,,,,
1909,佣,yōng,commission,22.39,,,,,,,,,
1910,忧,yōu,worry,22.37,,,,,,,,,
1911,宰,zǎi,slaughter,22.33,,,,,,,,,
1912,坠,zhuì,fall,22.31,,,,,,,,,
1913,霸,bà,hegemony,22.29,,,,,,,,,
1914,革,gé,leather,22.27,,,,,,,,,
1915,惠,huì,favor,22.2,,,,,,,,,
1916,瘤,liú,tumor,22.14,,,,,,,,,
1917,淡,dàn,light,22.01,,,,,,,,,
1918,膝,xī,knee,21.97,,,,,,,,,
1919,佐,zuǒ,assist,21.97,,,,,,,,,
1920,拦,lán,block,21.97,,,,,,,,,
1921,葛,gé,indigo,21.93,,,,,,,,,
1922,脾,pí,spleen,21.9,,,,,,,,,
1923,凉,liáng,cool,21.84,,,,,,,,,
1924,役,yì,duty,21.82,,,,,,,,,
1925,菌,jūn,bacteria,21.8,,,,,,,,,
1926,崇,chóng,respect,21.78,,,,,,,,,
1927,厚,hòu,thick,21.78,,,,,,,,,
1928,哀,ai,sorrow,21.75,,,,,,,,,
1929,浮,fú,float,21.67,,,,,,,,,
1930,逻,luó,logic,21.67,,,,,,,,,
1931,赔,péi,compensate,21.67,,,,,,,,,
1932,卑,bēi,lowly,21.65,,,,,,,,,
1933,熬,áo,boil,21.65,,,,,,,,,
1934,狄,dí,Di (surname),21.6,,,,,,,,,
1935,矿,kuàng,mineral,21.56,,,,,,,,,
1936,谬,miù,error,21.56,,,,,,,,,
1937,抑,yì,suppress,21.54,,,,,,,,,
1938,漠,mò,desert,21.54,,,,,,,,,
1939,芙,fú,water lily,21.52,,,,,,,,,
1940,壳,ké,shell,21.39,,,,,,,,,
1941,腊,là,wax,21.35,,,,,,,,,
1942,屠,tú,slaughter,21.31,,,,,,,,,
1943,铺,pū,spread,21.28,,,,,,,,,
1944,茄,qiá,tomato,21.26,,,,,,,,,
1945,崔,cuī,Cui (surname),21.26,,,,,,,,,
1946,腔,qiāng,cavity,21.26,,,,,,,,,
1947,衡,héng,balance,21.22,,,,,,,,,
1948,逛,guàng,stroll,21.2,,,,,,,,,
1949,穆,mù,Mu (surname),21.18,,,,,,,,,
1950,趁,chèn,take advantage of,21.18,,,,,,,,,
1951,摧,cuī,destroy,21.14,,,,,,,,,
1952,晃,huǎng,shake,21.14,,,,,,,,,
1953,僵 ,jiāng,stiff,21.14,,,,,,,,,
1954,盾,dùn,shield,21.07,,,,,,,,,
1955,妥,tuǒ,proper,20.9,,,,,,,,,
1956,赐,cì,bless,20.86,,,,,,,,,
1957,尘,chén,dust,20.84,,,,,,,,,
1958,堵,dǔ,block,20.79,,,,,,,,,
1959,骂,mà,scold,20.77,,,,,,,,,
1960,窝,wō,nest,20.77,,,,,,,,,
1961,琼,qióng,jade,20.75,,,,,,,,,
1962,岩,yán,rock,20.54,,,,,,,,,
1963,跃,yuè,leap,20.52,,,,,,,,,
1964,粘,zhān,stick,20.43,,,,,,,,,
1965,诈,zhà,deceive,20.43,,,,,,,,,
1966,胳,gē,arm,20.41,,,,,,,,,
1967,虐,nüè,abuse,20.37,,,,,,,,,
1968,诸,zhū,various,20.37,,,,,,,,,
1969,挨,āi,endure,20.35,,,,,,,,,
1970,喉,hóu,throat,20.28,,,,,,,,,
1971,扑,pū,pounce,20.28,,,,,,,,,
1972,谊,yì,friendship,20.15,,,,,,,,,
1973,疲,pí,tired,20.13,,,,,,,,,
1974,董,dǒng,director,20.09,,,,,,,,,
1975,搏,bó,fight,20.05,,,,,,,,,
1976,肃,sù,solemn,20.03,,,,,,,,,
1977,倦,juàn,tired,20,,,,,,,,,
1978,幼,yòu,child,20,,,,,,,,,
1979,嘉,jiā,excellent,19.96,,,,,,,,,
1980,诅,zǔ,curse,19.94,,,,,,,,,
1981,汀,tīng,sandy bank,19.9,,,,,,,,,
1982,映,yìng,reflect,19.88,,,,,,,,,
1983,蛛,zhū,spider,19.85,,,,,,,,,
1984,械,xiè,machine,19.81,,,,,,,,,
1985,俊,jùn,handsome,19.79,,,,,,,,,
1986,沟,gōu,ditch,19.79,,,,,,,,,
1987,愧,kuì,shame,19.77,,,,,,,,,
1988,娱,yú,entertain,19.75,,,,,,,,,
1989,刮,guā,scratch,19.64,,,,,,,,,
1990,纠,jiū,twist,19.6,,,,,,,,,
1991,挽,wǎn,pull,19.58,,,,,,,,,
1992,泉,quán,spring,19.58,,,,,,,,,
1993,催,cuī,prompt,19.51,,,,,,,,,
1994,袜,wà,sock,19.47,,,,,,,,,
1995,膊,bó,arm,19.45,,,,,,,,,
1996,晋,jìn,promote,19.43,,,,,,,,,
1997,捡,jiǎn,pick up,19.38,,,,,,,,,
1998,叉,chā,fork,19.34,,,,,,,,,
1999,棕,zōng,brown,19.32,,,,,,,,,
2000,狮,shī,lion,19.32,,,,,,,,,
2001,瘦,shòu,thin,19.26,,,,,,,,,
2002,郡,jùn,county,19.17,,,,,,,,,
2003,栏,lán,bar,19.15,,,,,,,,,
2004,亏,kuī,loss,19.15,,,,,,,,,
2005,氏,shì,clan,19.06,,,,,,,,,
2006,懒,lǎn,lazy,19.02,,,,,,,,,
2007,央,yāng,center,19.02,,,,,,,,,
2008,蹲,dūn,squat,19.02,,,,,,,,,
2009,灌,guàn,water,19,,,,,,,,,
2010,槟,bīn,betelnut,19,,,,,,,,,
2011,谱,pǔ,score,19,,,,,,,,,
2012,乏,fá,lack,18.96,,,,,,,,,
2013,哲,zhé,philosophy,18.94,,,,,,,,,
2014,侣,lǚ,partner,18.92,,,,,,,,,
2015,矮,ǎi,short,18.87,,,,,,,,,
2016,披,pī,drape,18.85,,,,,,,,,
2017,屏,píng,screen,18.85,,,,,,,,,
2018,疫,yì,epidemic,18.85,,,,,,,,,
2019,轰,hōng,bang,18.83,,,,,,,,,
2020,拐,guǎi,turn,18.77,,,,,,,,,
2021,挪,nuó,move,18.74,,,,,,,,,
2022,沿,yán,along,18.72,,,,,,,,,
2023,悬,xuán,suspend,18.68,,,,,,,,,
2024,贫,pín,poor,18.64,,,,,,,,,
2025,腹,fù,belly,18.64,,,,,,,,,
2026,讽,fèng,satire,18.62,,,,,,,,,
2027,劝,quàn,advice,18.59,,,,,,,,,
2028,裹,guǒ,wrap,18.55,,,,,,,,,
2029,诡,guǐ,deceptive,18.53,,,,,,,,,
2030,抹,mǒ,wipe,18.51,,,,,,,,,
2031,噩,è,evil,18.42,,,,,,,,,
2032,朴,pǔ,plain,18.4,,,,,,,,,
2033,稿,gǎo,manuscript,18.36,,,,,,,,,
2034,慧,huì,wisdom,18.32,,,,,,,,,
2035,雕,diāo,carve,18.32,,,,,,,,,
2036,姬,jī,princess,18.3,,,,,,,,,
2037,蜡,là,candle,18.27,,,,,,,,,
2038,苹,píng,apple,18.23,,,,,,,,,
2039,粹,cuì,pure,18.23,,,,,,,,,
2040,雾,wù,fog,18.21,,,,,,,,,
2041,淫,yín,lewd,18.1,,,,,,,,,
2042,浓,nóng,thick,18.04,,,,,,,,,
2043,添,tiān,add,18.04,,,,,,,,,
2044,莲,lián,lotus,18,,,,,,,,,
2045,兜,dōu,pocket,18,,,,,,,,,
2046,喘,chuǎn,pant,17.98,,,,,,,,,
2047,鲨,shā,shark,17.98,,,,,,,,,
2048,唉,āi,ah,17.93,,,,,,,,,
2049,锋,fēng,point,17.89,,,,,,,,,
2050,隶,lì,slave,17.85,,,,,,,,,
2051,肝,gān,liver,17.78,,,,,,,,,
2052,仗,zhàng,wield,17.76,,,,,,,,,
2053,坎,kǎn,hole,17.72,,,,,,,,,
2054,扩,kuò,expand,17.7,,,,,,,,,
2055,契,qì,contract,17.68,,,,,,,,,
2056,沮,jǔ,deject,17.66,,,,,,,,,
2057,浑,hún,turbid,17.63,,,,,,,,,
2058,竭,jié,exhaust,17.63,,,,,,,,,
2059,炎,yán,inflammation,17.61,,,,,,,,,
2060,疏,shū,distant,17.57,,,,,,,,,
2061,煮,zhǔ,boil,17.53,,,,,,,,,
2062,呈,chéng,present,17.53,,,,,,,,,
2063,盐,yán,salt,17.53,,,,,,,,,
2064,鄙,bǐ,contemptible,17.53,,,,,,,,,
2065,匪,fěi,bandit,17.51,,,,,,,,,
2066,煎,jiān,fry,17.51,,,,,,,,,
2067,耗,hào,consume,17.44,,,,,,,,,
2068,鹿,lù,deer,17.38,,,,,,,,,
2069,仆,pú,servant,17.38,,,,,,,,,
2070,炼,liàn,refine,17.36,,,,,,,,,
2071,晶,jīng,crystal,17.31,,,,,,,,,
2072,衰,suāi,decline,17.31,,,,,,,,,
2073,掘,jué,dig,17.29,,,,,,,,,
2074,谜,mí,riddle,17.12,,,,,,,,,
2075,捷,jié,quick,17.08,,,,,,,,,
2076,馅,xiàn,stuffing,17.08,,,,,,,,,
2077,瞄,miáo,aim,17.06,,,,,,,,,
2078,赎,shú,redeem,16.99,,,,,,,,,
2079,肾,shèn,kidney,16.95,,,,,,,,,
2080,毙,bì,kill,16.91,,,,,,,,,
2081,沾,zhān,stick,16.87,,,,,,,,,
2082,覆,fù,cover,16.78,,,,,,,,,
2083,烫,tàng,scald,16.78,,,,,,,,,
2084,侄,zhí,nephew,16.76,,,,,,,,,
2085,喽,lóu,captain,16.74,,,,,,,,,
2086,跪,guì,kneel,16.72,,,,,,,,,
2087,逝,shì,pass away,16.67,,,,,,,,,
2088,江,jiāng,river,16.65,,,,,,,,,
2089,繁,fán,frequent,16.63,,,,,,,,,
2090,赠,zèng,present,16.61,,,,,,,,,
2091,笼,lóng,cage,16.59,,,,,,,,,
2092,川,chuān,river,16.59,,,,,,,,,
2093,湾,wān,bay,16.57,,,,,,,,,
2094,翼,yì,wing,16.52,,,,,,,,,
2095,筒,tǒng,tube,16.48,,,,,,,,,
2096,丸,wán,pill,16.46,,,,,,,,,
2097,薯,shǔ,potato,16.46,,,,,,,,,
2098,悄,qiāo,quietly,16.44,,,,,,,,,
2099,蜘,zhī,spider,16.42,,,,,,,,,
2100,伞,sǎn,umbrella,16.4,,,,,,,,,
2101,妨,fáng,hinder  ,16.4,,,,,,,,,
2102,塌,tā,collapse  ,16.4,,,,,,,,,
2103,铐,kào,handcuff  ,16.4,,,,,,,,,
2104,吼,hǒu,howl  ,16.37,,,,,,,,,
2105,扶,fú,support  ,16.37,,,,,,,,,
2106,谨,jǐn,cautious  ,16.35,,,,,,,,,
2107,抖,dǒu,shake  ,16.35,,,,,,,,,
2108,屈,qū,yield  ,16.33,,,,,,,,,
2109,枚,méi,measure word for thin objects  ,16.33,,,,,,,,,
2110,辨,biàn,distinguish  ,16.31,,,,,,,,,
2111,荐,jiàn,recommend  ,16.29,,,,,,,,,
2112,擎,qíng,lift  ,16.27,,,,,,,,,
2113,均,jūn,even  ,16.23,,,,,,,,,
2114,飘,piāo,float  ,16.12,,,,,,,,,
2115,绅,shēn,gentry  ,16.1,,,,,,,,,
2116,侮,wǔ,insult  ,16.05,,,,,,,,,
2117,矛,máo,spear  ,16.05,,,,,,,,,
2118,摘,zhāi,pick  ,16.01,,,,,,,,,
2119,润,rùn,moist  ,15.99,,,,,,,,,
2120,峰,fēng,peak  ,15.97,,,,,,,,,
2121,鸭,yā,duck  ,15.97,,,,,,,,,
2122,庞,páng,bulky  ,15.95,,,,,,,,,
2123,贷,dài,loan  ,15.93,,,,,,,,,
2124,丛,cóng,cluster  ,15.88,,,,,,,,,
2125,饱,bǎo,full  ,15.88,,,,,,,,,
2126,囊,náng,bag  ,15.86,,,,,,,,,
2127,剥,bō,peel  ,15.86,,,,,,,,,
2128,紫,zǐ,purple  ,15.82,,,,,,,,,
2129,氛,fēn,atmosphere  ,15.82,,,,,,,,,
2130,妄,wàng,vain  ,15.8,,,,,,,,,
2131,漆,qī,lacquer  ,15.71,,,,,,,,,
2132,膏,gāo,ointment  ,15.67,,,,,,,,,
2133,虾,xiā,shrimp  ,15.58,,,,,,,,,
2134,筋,jīn,tendon  ,15.54,,,,,,,,,
2135,慎,shèn,cautious  ,15.54,,,,,,,,,
2136,浅,qiǎn,shallow  ,15.54,,,,,,,,,
2137,眉,méi,brow  ,15.5,,,,,,,,,
2138,贪,tān,greed  ,15.5,,,,,,,,,
2139,勋,xūn,merit  ,15.48,,,,,,,,,
2140,悠,yōu,leisurely  ,15.41,,,,,,,,,
2141,夷,yí,barbarian  ,15.37,,,,,,,,,
2142,橱,chú,cabinet  ,15.35,,,,,,,,,
2143,兆,zhào  ,trillion,15.33,,,,,,,,,
2144,畏,wèi,fear  ,15.31,,,,,,,,,
2145,枕,zhěn,pillow  ,15.26,,,,,,,,,
2146,寂,jì,quiet  ,15.26,,,,,,,,,
2147,鹅,é,goose  ,15.18,,,,,,,,,
2148,疚,jiù,sickness  ,15.18,,,,,,,,,
2149,缸,gāng,cylinder  ,15.14,,,,,,,,,
2150,陶,táo,pottery  ,15.14,,,,,,,,,
2151,浆,jiāng,paste  ,15.11,,,,,,,,,
2152,讼,sòng,sue  ,15.05,,,,,,,,,
2153,穴,xué,cave  ,15.05,,,,,,,,,
2154,忏,chàn,repent  ,15.03,,,,,,,,,
2155,遮,zhē,cover  ,15.03,,,,,,,,,
2156,瞬,shùn,instant  ,15.03,,,,,,,,,
2157,玫,méi,rose  ,15.01,,,,,,,,,
2158,捣,dǎo,pound  ,14.97,,,,,,,,,
2159,串,chuàn  ,kebab,14.92,,,,,,,,,
2160,慕,mù,admire  ,14.9,,,,,,,,,
2161,奎,kuí,Kui (surname)  ,14.88,,,,,,,,,
2162,兼,jiān,combine  ,14.86,,,,,,,,,
2163,赤,chì,red  ,14.82,,,,,,,,,
2164,脂,zhī,fat  ,14.82,,,,,,,,,
2165,歧,qí,diverge  ,14.77,,,,,,,,,
2166,瑰,guī,beautiful  ,14.75,,,,,,,,,
2167,垮,kuǎ,collapse  ,14.73,,,,,,,,,
2168,饶,ráo,bountiful  ,14.73,,,,,,,,,
2169,疤,bā,scab  ,14.71,,,,,,,,,
2170,琪,qí,jade  ,14.67,,,,,,,,,
2171,篷,péng,tent  ,14.67,,,,,,,,,
2172,谣,yáo,rumor  ,14.62,,,,,,,,,
2173,猩,xīng,ape  ,14.62,,,,,,,,,
2174,靴,xuē,boot  ,14.62,,,,,,,,,
2175,涯,yá,edge  ,14.6,,,,,,,,,
2176,锅,guō,pot  ,14.56,,,,,,,,,
2177,桩,zhuāng,post  ,14.56,,,,,,,,,
2178,摊,tān,stall  ,14.52,,,,,,,,,
2179,钩,gōu,hook  ,14.45,,,,,,,,,
2180,苍,cāng,blue  ,14.45,,,,,,,,,
2181,妖,yāo,demon  ,14.45,,,,,,,,,
2182,寿,shòu,longevity  ,14.43,,,,,,,,,
2183,嘻,xī,chuckle  ,14.43,,,,,,,,,
2184,凑,còu,gather  ,14.41,,,,,,,,,
