Number,Chinese,Part,Freq,Difficulty
16060,贤洙,personal name,38,5
16061,起诉书,common noun,38,5
16062,趁早,adverb,38,5
16063,超高,non-predicate adjective,38,5
16064,车身,common noun,38,5
16065,转换器,common noun,38,5
16066,轻视,"verb, verb with nominal function",38,5
16067,达科他,place name ,38,5
16068,远在,verb,38,5
16069,连队,common noun,38,5
16070,邮报,"common noun, other proper noun",38,5
16071,铤而走险,verb,38,5
16072,间隔,"common noun, verb",38,5
16073,阴暗面,common noun,38,5
16074,阻击,verb,38,5
16075,阻挠,"verb, verb with nominal function",38,5
16076,险些,adverb,38,5
16077,陷落,verb,38,5
16078,随之而来,verb,38,5
16079,雀斑,common noun,38,5
16080,雅典娜,personal name,38,5
16081,雕刻,"common noun, verb",38,5
16082,雷兹尼克,personal name,38,5
16083,露一手,verb,38,5
16084,韵律,common noun,38,5
16085,页面,common noun,38,5
16086,预支,verb,38,5
16087,飘飘然,descriptive,38,5
16088,飞侠,personal name,38,5
16089,食道,common noun,38,5
16090,餐巾纸,common noun,38,5
16091,饭桌,common noun,38,5
16092,驯服,"verb, verb with nominal function",38,5
16093,高薪,common noun,38,5
16094,鬼火,common noun,38,5
16095,鹿角,common noun,38,5
16096,保养,"verb, verb with nominal function",37.5,5
16097,减价,"verb, verb with nominal function",37.5,5
16098,切换,"verb, verb with nominal function",37.5,5
16099,剑桥,"other proper noun, place name ",37.5,5
16100,坍塌,"verb, verb with nominal function",37.5,5
16101,增大,"verb, verb with nominal function",37.5,5
16102,失火,"verb, verb with nominal function",37.5,5
16103,巡视,"verb, verb with nominal function",37.5,5
16104,歪曲,"verb, verb with nominal function",37.5,5
16105,沉闷,"adjective, adjective with nominal function",37.5,5
16106,电影节,"common noun, time word",37.5,5
16107,留恋,"verb, verb with nominal function",37.5,5
16108,调度,"verb, verb with nominal function",37.5,5
16109,蹂躏,"verb, verb with nominal function",37.5,5
16110,阵亡,"verb, verb with nominal function",37.5,5
16111,阻塞,"verb, verb with nominal function",37.5,5
16112,一意孤行,verb,37,5
16113,一目了然,verb,37,5
16114,三思而后行,verb,37,5
16115,不可或缺,fixed expressions,37,5
16116,不能自拔,verb,37,5
16117,不规则,adjective,37,5
16118,东南部,directional locality,37,5
16119,丰富多彩,verb,37,5
16120,丽碧,personal name,37,5
16121,乐土,common noun,37,5
16122,乐安,place name ,37,5
16123,乔斯,personal name,37,5
16124,买房,verb,37,5
16125,仙妮,personal name,37,5
16126,仙子,common noun,37,5
16127,代表作,common noun,37,5
16128,伊基,personal name,37,5
16129,伊夫,personal name,37,5
16130,众矢之的,fixed expressions,37,5
16131,会派,common noun,37,5
16132,伯利恒,place name ,37,5
16133,例假,common noun,37,5
16134,侦破,"verb, verb with nominal function",37,5
16135,保险单,common noun,37,5
16136,倒退,"verb, verb with nominal function",37,5
16137,倾心,verb,37,5
16138,做作,"adjective, verb",37,5
16139,允珍,personal name,37,5
16140,光盘,common noun,37,5
16141,入魔,verb,37,5
16142,关门大吉,verb,37,5
16143,内伤,common noun,37,5
16144,内陆,space word,37,5
16145,冒汗,verb,37,5
16146,凋谢,verb,37,5
16147,凯尔文,personal name,37,5
16148,出生地,common noun,37,5
16149,分隔,verb,37,5
16150,刘海,personal name,37,5
16151,创下,verb,37,5
16152,利率,common noun,37,5
16153,别名,common noun,37,5
16154,包容,"verb, verb with nominal function",37,5
16155,博爱,common noun,37,5
16156,卡西,personal name,37,5
16157,又是,conjunction,37,5
16158,反复无常,fixed expressions,37,5
16159,发源地,common noun,37,5
16160,取暖,"verb, verb with nominal function",37,5
16161,古物,common noun,37,5
16162,右臂,common noun,37,5
16163,吊车,common noun,37,5
16164,和平共处,verb,37,5
16165,咕哝,verb,37,5
16166,哈米,personal name,37,5
16167,四分之三,numeral,37,5
16168,回头路,common noun,37,5
16169,团结一心,verb,37,5
16170,围捕,verb,37,5
16171,埃米莉,personal name,37,5
16172,基布让,personal name,37,5
16173,填充,"verb, verb with nominal function",37,5
16174,壮举,common noun,37,5
16175,壮汉,common noun,37,5
16176,大力士,common noun,37,5
16177,大批,numeral,37,5
16178,奇才,common noun,37,5
16179,奥迪,other proper noun,37,5
16180,委婉,"adjective, adjective as adverbial",37,5
16181,威信,common noun,37,5
16182,宋飞,personal name,37,5
16183,定为,verb,37,5
16184,定局,common noun,37,5
16185,宝典,personal name,37,5
16186,对得起,verb,37,5
16187,小琳,personal name,37,5
16188,小钱,common noun,37,5
16189,尤达,personal name,37,5
16190,尸首,common noun,37,5
16191,尺度,common noun,37,5
16192,属下,common noun,37,5
16193,屠宰,verb,37,5
16194,屹立,verb,37,5
16195,州里,common noun,37,5
16196,左面,directional locality,37,5
16197,布罗萨尔,personal name,37,5
16198,布莱尔,personal name,37,5
16199,异教,common noun,37,5
16200,弗兰尼,personal name,37,5
16201,当庭,adverb,37,5
16202,心仪,verb,37,5
16203,心想事成,verb,37,5
16204,心房,common noun,37,5
16205,恩焕,personal name,37,5
16206,扁桃体,common noun,37,5
16207,折叠,"verb, verb with nominal function",37,5
16208,抚恤金,common noun,37,5
16209,护士长,common noun,37,5
16210,拿手好戏,fixed expressions,37,5
16211,指针,common noun,37,5
16212,捉奸,verb,37,5
16213,掌舵,verb,37,5
16214,撒手不管,verb,37,5
16215,撤掉,verb,37,5
16216,撰写,verb,37,5
16217,收支,common noun,37,5
16218,改写,"verb, verb with nominal function",37,5
16219,改用,verb,37,5
16220,教课,verb,37,5
16221,断路,verb,37,5
16222,断送,verb,37,5
16223,斯林姆,personal name,37,5
16224,斯诺,personal name,37,5
16225,斯达利克,personal name,37,5
16226,方向感,common noun,37,5
16227,无地自容,fixed expressions,37,5
16228,既定,non-predicate adjective,37,5
16229,日安,personal name,37,5
16230,日记本,common noun,37,5
16231,时针,common noun,37,5
16232,春光,common noun,37,5
16233,更上一层楼,verb,37,5
16234,更进一步,verb,37,5
16235,有条不紊,fixed expressions,37,5
16236,有的是,fixed expressions,37,5
16237,杜斯,personal name,37,5
16238,枪炮,common noun,37,5
16239,某某,pronoun,37,5
16240,查房,verb,37,5
16241,栏目,common noun,37,5
16242,格拉斯,personal name,37,5
16243,格拉斯哥,place name ,37,5
16244,格里芬,personal name,37,5
16245,模板,common noun,37,5
16246,歌颂,verb,37,5
16247,正方形,common noun,37,5
16248,此行,pronoun,37,5
16249,死刑犯,common noun,37,5
16250,殖民,"verb, verb with nominal function",37,5
16251,母爱,common noun,37,5
16252,汇聚,verb,37,5
16253,汽笛,common noun,37,5
16254,沃尔特·柯敏斯,personal name,37,5
16255,沉思,"verb, verb with nominal function",37,5
16256,沙丁鱼,common noun,37,5
16257,深山,common noun,37,5
16258,清高,adjective,37,5
16259,游泳衣,common noun,37,5
16260,溜掉,verb,37,5
16261,满天飞,verb,37,5
16262,漫游,"verb, verb with nominal function",37,5
16263,灵通,adjective,37,5
16264,点烟,verb,37,5
16265,熟识,verb,37,5
16266,爪牙,common noun,37,5
16267,牛油,common noun,37,5
16268,特种,non-predicate adjective,37,5
16269,玛丽娜,personal name,37,5
16270,珍尼,personal name,37,5
16271,理科,common noun,37,5
16272,畅所欲言,verb,37,5
16273,畏缩,verb,37,5
16274,皇族,common noun,37,5
16275,盖伯,personal name,37,5
16276,直立,verb,37,5
16277,相仿,verb,37,5
16278,相逢,verb,37,5
16279,相间,verb,37,5
16280,眼色,common noun,37,5
16281,短语,common noun,37,5
16282,破获,verb,37,5
16283,祈福,verb,37,5
16284,穿刺,verb,37,5
16285,穿戴,"common noun, verb",37,5
16286,窝藏,verb,37,5
16287,立体,"adverb, non-predicate adjective",37,5
16288,站岗,verb,37,5
16289,简简单单,descriptive,37,5
16290,管理处,common noun,37,5
16291,篮筐,common noun,37,5
16292,粘液,common noun,37,5
16293,糖果店,common noun,37,5
16294,素妍,personal name,37,5
16295,纬度,common noun,37,5
16296,纳尼亚,personal name,37,5
16297,绿洲,common noun,37,5
16298,美洲虎,other proper noun,37,5
16299,美纪,personal name,37,5
16300,老乡,common noun,37,5
16301,肉身,common noun,37,5
16302,胡图族,other proper noun,37,5
16303,膝盖骨,common noun,37,5
16304,自娱,verb,37,5
16305,舰船,common noun,37,5
16306,艾薇,personal name,37,5
16307,节骨眼,common noun,37,5
16308,花絮,common noun,37,5
16309,芹菜,common noun,37,5
16310,苍天,common noun,37,5
16311,荣光,common noun,37,5
16312,药检,common noun,37,5
16313,莎莎,personal name,37,5
16314,获释,verb,37,5
16315,薰智,personal name,37,5
16316,蜷缩,verb,37,5
16317,蟒蛇,common noun,37,5
16318,血栓,common noun,37,5
16319,行军,"verb, verb with nominal function",37,5
16320,衰退,"verb, verb with nominal function",37,5
16321,解围,verb,37,5
16322,誓约,common noun,37,5
16323,评分,"verb, verb with nominal function",37,5
16324,试管,common noun,37,5
16325,误入歧途,verb,37,5
16326,调解,"verb, verb with nominal function",37,5
16327,货柜,common noun,37,5
16328,贴近,verb,37,5
16329,费尽,verb,37,5
16330,赌债,common noun,37,5
16331,蹄子,common noun,37,5
16332,身形,common noun,37,5
16333,转为,verb,37,5
16334,转来转去,verb,37,5
16335,转瞬即逝,fixed expressions,37,5
16336,过手,verb,37,5
16337,运输机,common noun,37,5
16338,迟缓,adjective,37,5
16339,迪斯,personal name,37,5
16340,选拔赛,common noun,37,5
16341,逍遥,"adjective, adjective as adverbial",37,5
16342,通风管,common noun,37,5
16343,野村,other proper noun,37,5
16344,铜板,common noun,37,5
16345,铺床,verb,37,5
16346,长廊,common noun,37,5
16347,长线,common noun,37,5
16348,长者,common noun,37,5
16349,长裤,common noun,37,5
16350,闺房,common noun,37,5
16351,阳痿,verb,37,5
16352,阿刚,personal name,37,5
16353,阿萨,personal name,37,5
16354,阿龙,personal name,37,5
16355,陵墓,common noun,37,5
16356,预警,"verb, verb with nominal function",37,5
16357,饰物,common noun,37,5
16358,马塞,place name ,37,5
16359,高见,common noun,37,5
16360,鬼门关,common noun,37,5
16361,黛芬妮,personal name,37,5
16362,鼻梁,common noun,37,5
16363,乌云,"common noun, personal name",36.5,5
16364,兜兜,"common noun, verb",36.5,5
16365,冷藏,"verb, verb with nominal function",36.5,5
16366,减慢,"verb, verb with nominal function",36.5,5
16367,剥削,"verb, verb with nominal function",36.5,5
16368,变质,"verb, verb with nominal function",36.5,5
16369,奢望,"verb, verb with nominal function",36.5,5
16370,好过,"adjective, verb",36.5,5
16371,对应,"verb, verb with nominal function",36.5,5
16372,开幕,"verb, verb with nominal function",36.5,5
16373,打字,"verb, verb with nominal function",36.5,5
16374,添乱,"adverb, verb",36.5,5
16375,渴求,"verb, verb with nominal function",36.5,5
16376,珍藏,"common noun, verb",36.5,5
16377,申诉,"verb, verb with nominal function",36.5,5
16378,私藏,"verb, verb with nominal function",36.5,5
16379,脱落,"verb, verb with nominal function",36.5,5
16380,里根,"common noun, personal name",36.5,5
16381,一言难尽,verb,36,5
16382,三秒,time word,36,5
16383,上马,verb,36,5
16384,下水,"common noun, verb, verb with nominal function",36,5
16385,不休,verb,36,5
16386,世代,common noun,36,5
16387,丢人现眼,verb,36,5
16388,为重,verb,36,5
16389,主动权,common noun,36,5
16390,主旨,common noun,36,5
16391,举措,common noun,36,5
16392,书记员,common noun,36,5
16393,二百,numeral,36,5
16394,交友,"verb, verb with nominal function",36,5
16395,亮晶晶,descriptive,36,5
16396,份额,common noun,36,5
16397,休斯敦,place name ,36,5
16398,会员卡,common noun,36,5
16399,伞兵,common noun,36,5
16400,传回,verb,36,5
16401,体育运动,common noun,36,5
16402,佩因赫斯特,personal name,36,5
16403,侄儿,common noun,36,5
16404,俯视,verb,36,5
16405,倔强,adjective,36,5
16406,停泊,verb,36,5
16407,先发制人,verb,36,5
16408,先天性,non-predicate adjective,36,5
16409,克里丝,personal name,36,5
16410,全人类,common noun,36,5
16411,兴高采烈,fixed expressions,36,5
16412,凯勒布,personal name,36,5
16413,凯奇,personal name,36,5
16414,出处,common noun,36,5
16415,分身,verb,36,5
16416,切斯,personal name,36,5
16417,创办,"verb, verb with nominal function",36,5
16418,劳克斯,personal name,36,5
16419,劳斯莱斯,other proper noun,36,5
16420,博蒙特,place name ,36,5
16421,占便宜,verb,36,5
16422,卡里,personal name,36,5
16423,友军,common noun,36,5
16424,受尽,verb,36,5
16425,取水,common noun,36,5
16426,可喜,adjective,36,5
16427,台球桌,common noun,36,5
16428,吃不消,verb,36,5
16429,后撤,verb,36,5
16430,和弦,common noun,36,5
16431,咕咕,onomatopoeia,36,5
16432,售出,verb,36,5
16433,嘉丝,personal name,36,5
16434,嘘声,common noun,36,5
16435,四万,"numeral, time word",36,5
16436,圣达菲,other proper noun,36,5
16437,地段,common noun,36,5
16438,场内,space word,36,5
16439,垂死挣扎,verb,36,5
16440,埋头,verb,36,5
16441,城区,common noun,36,5
16442,大度,adjective,36,5
16443,大肠,common noun,36,5
16444,天命,common noun,36,5
16445,天文学家,common noun,36,5
16446,天桥,"common noun, place name ",36,5
16447,奔放,descriptive,36,5
16448,奴隶制,common noun,36,5
16449,孤岛,common noun,36,5
16450,安家,verb,36,5
16451,定夺,verb,36,5
16452,家产,common noun,36,5
16453,家禽,common noun,36,5
16454,小奈德,personal name,36,5
16455,小径,common noun,36,5
16456,小约翰,personal name,36,5
16457,尖刻,adjective,36,5
16458,尼罗河,place name ,36,5
16459,峰值,common noun,36,5
16460,工匠,common noun,36,5
16461,巨石,common noun,36,5
16462,巴瑞斯,personal name,36,5
16463,干涸,verb,36,5
16464,平衡木,common noun,36,5
16465,库尔特,personal name,36,5
16466,废纸,common noun,36,5
16467,开怀大笑,verb,36,5
16468,弗朗西丝卡,personal name,36,5
16469,弗雷泽,personal name,36,5
16470,弹力,common noun,36,5
16471,强化,"verb, verb with nominal function",36,5
16472,微光,common noun,36,5
16473,心虚,adjective,36,5
16474,怪味,common noun,36,5
16475,总编,common noun,36,5
16476,恒星,common noun,36,5
16477,慈爱,"adjective, adjective with nominal function",36,5
16478,成婚,verb,36,5
16479,所向披靡,verb,36,5
16480,手巾,common noun,36,5
16481,手背,common noun,36,5
16482,扫描器,common noun,36,5
16483,扫除,verb,36,5
16484,批发商,common noun,36,5
16485,投弹,verb,36,5
16486,拉下水,verb,36,5
16487,括约肌,common noun,36,5
16488,掀翻,verb,36,5
16489,探测仪,common noun,36,5
16490,掩埋,"verb, verb with nominal function",36,5
16491,提个醒,verb,36,5
16492,摄像师,common noun,36,5
16493,擦拭,verb,36,5
16494,收发室,common noun,36,5
16495,攻破,verb,36,5
16496,敲诈勒索,verb,36,5
16497,文职,common noun,36,5
16498,料子,common noun,36,5
16499,新颖,adjective,36,5
16500,时下,time word,36,5
16501,时事,common noun,36,5
16502,暴跳如雷,fixed expressions,36,5
16503,曼森,personal name,36,5
16504,服兵役,verb,36,5
16505,服务部,common noun,36,5
16506,本田,other proper noun,36,5
16507,杂货,common noun,36,5
16508,来访者,common noun,36,5
16509,标牌,common noun,36,5
16510,桌前,space word,36,5
16511,桌边,space word,36,5
16512,棚屋,common noun,36,5
16513,横幅,common noun,36,5
16514,残渣,common noun,36,5
16515,毒剂,common noun,36,5
16516,毒瘤,common noun,36,5
16517,比利时人,other proper noun,36,5
16518,比武,"verb, verb with nominal function",36,5
16519,沦为,verb,36,5
16520,沦落,"verb, verb with nominal function",36,5
16521,洋溢,verb,36,5
16522,洲际,non-predicate adjective,36,5
16523,流量,common noun,36,5
16524,浓汤,common noun,36,5
16525,浴衣,common noun,36,5
16526,海明威,personal name,36,5
16527,浸泡,verb,36,5
16528,消音器,common noun,36,5
16529,液压,common noun,36,5
16530,淤泥,common noun,36,5
16531,游泳队,common noun,36,5
16532,灯笼,common noun,36,5
16533,灰飞烟灭,verb,36,5
16534,炙手可热,verb,36,5
16535,热气,common noun,36,5
16536,焦虑不安,verb,36,5
16537,爬升,verb,36,5
16538,爱恋,verb,36,5
16539,爱默生,personal name,36,5
16540,特迪,personal name,36,5
16541,狡辩,verb,36,5
16542,玻璃窗,common noun,36,5
16543,琥珀,common noun,36,5
16544,用以,adverb,36,5
16545,电信,common noun,36,5
16546,疫情,common noun,36,5
16547,瘦子,common noun,36,5
16548,白兔,common noun,36,5
16549,的哥,common noun,36,5
16550,皈依,verb,36,5
16551,皮蒂·格林,personal name,36,5
16552,相安无事,verb,36,5
16553,省事,adjective,36,5
16554,真纪,personal name,36,5
16555,石榴,common noun,36,5
16556,研制,"verb, verb with nominal function",36,5
16557,破除,verb,36,5
16558,示威者,common noun,36,5
16559,秀秀,personal name,36,5
16560,窈窕,adjective,36,5
16561,窘境,common noun,36,5
16562,管辖区,common noun,36,5
16563,管道工,common noun,36,5
16564,米尔克,personal name,36,5
16565,精妙,adjective,36,5
16566,索引,common noun,36,5
16567,索菲亚,personal name,36,5
16568,索鲁斯,personal name,36,5
16569,紫罗兰,common noun,36,5
