Name,Chinese,Pinyin,English,
5851,苦差,kǔ chāi,drudgery,
5852,招待会,zhāo dài huì,reception,
5853,插槽,chā cáo,slot,
5854,僵局,jiāng jú,stalemate,
5855,迅捷,xùn jié,swift,
5856,充斥,chōng chì,flood with,
5857,荒诞,huāng dàn,absurd,
5858,铸造,zhù zào,cast (metal),
5859,犁铧,lí huá,plowshare,
5860,休克,xiū kè,shock,
5861,顺畅,shùn chàng,smooth,
5862,扫描仪,sǎo miáo yí,scanner,
5863,抡,lūn,swing,
5864,轻率,qīng shuài,rash,
5865,性质,xìng zhì,nature; property,
5866,怏怏,yàng yàng,sullen,
5867,英俊,yīng jùn,handsome,
5868,钦佩,qīn pèi,admire,
5869,我呸,wǒ pēi,I spit! (expression of contempt),
5870,浸渍,jìn zì,soak,
5871,鲜明,xiān míng,bright and distinct,
5872,烙印,lào yìn,brand mark,
5873,烙铁,lào tiě,soldering iron,
5874,戒备,jiè bèi,guard against,
5875,装束,zhuāng shù,attire,
5876,声明,shēng míng,statement,
5877,重申,chóng shēn,reaffirm,
5878,郡,jùn,county (historical),
5879,普罗米修斯,pǔ luó mǐ xiū sī,Prometheus,
5880,魔咒,mó zhòu,curse,
5881,地球仪,dì qiú yí,globe,
5882,奔波,bēn bō,rush about,
5883,险峻,xiǎn jùn,steep and rugged,
5884,亚热带,yà rè dài,subtropical,
5885,审核,shěn hé,review,
5886,耸肩,sǒng jiān,shrug,
5887,筹备,chóu bèi,prepare,
5888,帷幄,wéi wò,tent (military); command tent,
5889,睿哲,ruì zhé,wise,
5890,退役,tuì yì,retire from military service,
5891,扛枪,káng qiāng,shoulder a gun,
5892,册封,cè fēng,confer a title,
5893,高傲,gāo ào,arrogant,
5894,决定论,jué dìng lùn,determinism,
5895,唯物论,wéi wù lùn,materialism,
5896,归属,guī shǔ,belong to,
5897,松弛,sōng chí,slack,
5898,坚毅,jiān yì,steadfast,
5899,依托,yī tuō,rely on,
5900,活跃分子,huó yuè fèn zǐ,activist,
5901,彗星,huì xīng,comet,
5902,立志,lì zhì,resolve to do,
5903,奇幻,qí huàn,fantasy,
5904,潜力,qián lì,potential,
5905,发动机,fā dòng jī,engine,
5906,马厩,mǎ jiù,stable,
5907,酒窝,jiǔ wō,dimple,
5908,酒窖,jiǔ jiào,wine cellar,
5909,游艇,yóu tǐng,yacht,
5910,放映室,fàng yìng shì,projection room,
5911,岂止,qǐ zhǐ,not only,
5912,情调,qíng diào,sentiment,
5913,审美,shěn měi,aesthetic,
5914,栈桥,zhàn qiáo,pier,
5915,叼,diāo,hold in the mouth,
5916,脉冲,mài chōng,pulse,
5917,伽马,jiā mǎ,gamma,
5918,公卿,gōng qīng,high officials,
5919,瓦刀,wǎ dāo,trowel,
5920,败坏,bài huài,corrupt,
5921,耳蜗,ěr wō,cochlea,
5922,重力,zhòng lì,gravity,
5923,刚一,gāng yī,just as,
5924,着地,zhuó dì,land (on ground),
5925,勤务,qín wù,service duty,
5926,地牢,dì láo,dungeon,
5927,木屐,mù jī,wooden clogs,
5928,亲昵,qīn nì,intimate,
5929,悠扬,yōu yáng,melodious,
5930,听证,tīng zhèng,hearing,
5931,陈述,chén shù,state; present,
5932,懒惰,lǎn duò,lazy,
5933,愠色,yùn sè,angry look,
5934,辩护,biàn hù,defend,
5935,槌球,chuí qiú,croquet,
5936,适宜,shì yí,suitable,
5937,直白,zhí bái,blunt,
5938,胆怯,dǎn qiè,timid,
5939,挪威,nuó wēi,Norway,
5940,甭管,béng guǎn,never mind,
5941,碾碎,niǎn suì,crush,
5942,一概,yī gài,all without exception,
5943,余波,yú bō,aftermath,
5944,首邑,shǒu yì,capital city (ancient),
5945,中旬,zhōng xún,middle ten days of a month,
5946,诱人,yòu rén,enticing,
5947,天籁,tiān lài,heavenly sound,
5948,滋味,zī wèi,taste,
5949,吊瓶,diào píng,IV bottle,
5950,余地,yú dì,leeway,
5951,赴死,fù sǐ,go to death,
5952,阁下,gé xià,your excellency,
5953,陈列,chén liè,display,
5954,火山岩,huǒ shān yán,volcanic rock,
5955,正值,zhèng zhí,just at (a time),
5956,显影,xiǎn yǐng,develop (photo),
5957,猿人,yuán rén,ape-man,
5958,愚钝,yú dùn,dull-witted,
5959,棘刺,jí cì,thorn,
5960,喘息,chuǎn xī,pant,
5961,啜泣,chuò qì,sob,
5962,娇嫩,jiāo nèn,delicate,
5963,呵护,hē hù,care for,
5964,刮风,guā fēng,windy,
5965,语塞,yǔ sè,speechless,
5966,逍遥,xiāo yáo,carefree,
5967,拎起,līn qǐ,pick up,
5968,坦率,tǎn shuài,frank,
5969,扑朔迷离,pū shuò mí lí,be confused and difficult to understand,
5970,不遗余力,bù yí yú lì,spare no effort,
5971,任其泛滥,rèn qí fàn làn,let something spread unchecked,
5972,千载难逢,qiān zǎi nán féng,once in a thousand years (very rare opportunity),
5973,战无不胜,zhàn wú bù shèng,invincible,
5974,以弱胜强,yǐ ruò shèng qiáng,use the weak to defeat the strong,
5975,温文尔雅,wēn wén ěr yǎ,gentle and cultivated,
5976,泾渭不分,jīng wèi bù fēn,unable to distinguish right from wrong,
5977,浮光掠影,fú guāng lüè yǐng,superficial impression,
5978,含情脉脉,hán qíng mò mò,tender and sentimental,
5979,举世瞩目,jǔ shì zhǔ mù,attract worldwide attention,
5980,双手合十,shuāng shǒu hé shí,put both palms together (in prayer),
5981,鼠目寸光,shǔ mù cùn guāng,short-sighted,
5982,鸦雀无声,yā què wú shēng,silence reigns,
5983,遥遥相对,yáo yáo xiāng duì,far apart facing each other,
5984,全然不知,quán rán bù zhī,completely unaware,
5985,奄奄一息,yǎn yǎn yì xī,on the verge of death,
5986,不拘小节,bù jū xiǎo jié,not bothered about trifles,
5987,荷枪实弹,hé qiāng shí dàn,armed with live ammunition,
5988,百思不得其解,bǎi sī bù dé qí jiě,remain puzzled after pondering over a hundred times,
5989,一了百了,yì liǎo bǎi liǎo,end a matter once and for all,
5990,出言不逊,chū yán bù xùn,speak rudely or insolently,
5991,推心置腹,tuī xīn zhì fù,treat somebody with all sincerity,
5992,正襟危坐,zhèng jīn wēi zuò,sit upright in a serious manner,
5993,一应俱全,yí yīng jù quán,everything one could wish for is provided,
5994,惹人讨厌,rě rén tǎo yàn,make people annoyed,
5995,在天之灵,zài tiān zhī líng,spirit in heaven,
5996,津津有味,jīn jīn yǒu wèi,with great pleasure,
5997,愚不可及,yú bù kě jí,extremely stupid,
5998,班门弄斧,bān mén nòng fǔ,show off in front of an expert,
5999,袖手旁观,xiù shǒu páng guān,look on unconcerned,
6000,相敬如宾,xiāng jìng rú bīn,respect each other like guests,
6001,窃窃私语,qiè qiè sī yǔ,whisper privately,
6002,自知之明,zì zhī zhī míng,self-knowledge,
6003,一锤定音,yì chuí dìng yīn,strike the nail on the head,
6004,手拿把掐,shǒu ná bǎ qiā,hold tightly in one’s hands,
6005,同流合污,tóng liú hé wū,associate with evil people,
6006,恍若隔世,huǎng ruò gé shì,as if separated by a lifetime,
6007,欲仙欲死,yù xiān yù sǐ,intoxicated with pleasure,
6008,上吐下泻,shàng tǔ xià xiè,vomit and have diarrhea,
6009,扭转乾坤,niǔ zhuǎn qián kūn,reverse a desperate situation,
6010,脱口而出,tuō kǒu ér chū,burst out saying,
6011,冉冉上升,rǎn rǎn shàng shēng,rising slowly,
6012,白驹过隙,bái jū guò xì,time flies like a white colt passing a gap,
6013,无精打采,wú jīng dǎ cǎi,listless and dispirited,
6014,五体投地,wǔ tǐ tóu dì,prostrate in admiration,
6015,泡泡,pào pào,bubble,
6016,博弈论,bó yì lùn,game theory,
6017,殴打,ōu dǎ,beat up,
6018,原告,yuán gào,plaintiff,
6019,被告,bèi gào,defendant,
6020,羞涩,xiū sè,shy,
6021,飘渺,piāo miǎo,vague and illusory,
6022,干草垛,gān cǎo duǒ,haystack,
6023,戎装,róng zhuāng,military uniform,
6024,绽放,zhàn fàng,bloom,
6025,敞篷车,chǎng péng chē,convertible car,
6026,裸露,luǒ lù,exposed,
6027,清冽,qīng liè,cold and refreshing,
6028,羽绒服,yǔ róng fú,down jacket,
6029,雪崩,xuě bēng,avalanche,
6030,眯眼,mī yǎn,squint,
6031,铝,lǚ,aluminum,
6032,合金,hé jīn,alloy,
6033,起搏器,qǐ bó qì,pacemaker,
6034,帷帐,wéi zhàng,curtain; tent,
6035,脸庞,liǎn páng,face,
6036,暗自,àn zì,privately; secretly,
6037,胯骨,kuà gǔ,hip bone,
6038,胯裆,kuà dāng,crotch,
6039,柔韧,róu rèn,flexible and tough,
6040,韧性,rèn xìng,toughness; tenacity,
6041,骡子,luó zi,mule,
6042,游览,yóu lǎn,visit; go sightseeing,
6043,想必,xiǎng bì,probably,
6044,顽皮,wán pí,naughty,
6045,阿富汗,Ā fù hàn,Afghanistan,
6046,清真寺,qīng zhēn sì,mosque,
6047,咆哮,páo xiào,roar,
6048,托人,tuō rén,ask someone for help,
6049,牧师,mù shī,priest; pastor,
6050,戏谑,xì xuè,banter; tease,
6051,钻石,zuàn shí,diamond,
6052,扬眉,yáng méi,raise eyebrows,
6053,真主,zhēn zhǔ,Allah,
6054,睿智,ruì zhì,wise,
6055,马鞍,mǎ ān,saddle,
6056,蓄须,xù xū,wear a beard,
6057,喧嚣,xuān xiāo,noisy,
6058,过期,guò qī,expired,
6059,领会,lǐng huì,comprehend,
6060,敦促,dūn cù,urge,
6061,木乃伊,mù nǎi yī,mummy,
6062,法老,fǎ lǎo,pharaoh,
6063,魅影,mèi yǐng,phantom,
6064,亭台楼榭,tíng tái lóu xiè,pavilions and towers,
6065,夜宵,yè xiāo,late-night snack,
6066,涓涓,juān juān,trickling,
6067,巅峰,diān fēng,peak,
6068,坍缩,tān suō,collapse,
6069,伴奏,bàn zòu,accompaniment,
6070,湮没,yān mò,submerge; be obliterated,
6071,推进剂,tuī jìn jì,propellant,
6072,写真,xiě zhēn,portrait,
6073,命名法,mìng míng fǎ,nomenclature,
6074,划痕,huá hén,scratch,
6075,可行性,kě xíng xìng,feasibility,
6076,瑕疵,xiá cī,flaw,
6077,定格,dìng gé,freeze-frame,
6078,轴线,zhóu xiàn,axis line,
6079,截面,jié miàn,cross-section,
6080,喃喃,nán nán,mutter,
6081,垂首,chuí shǒu,hang one’s head,
6082,肃穆,sù mù,solemn,
6083,开药,kāi yào,prescribe medicine,
6084,放鸽,fàng gē,stand someone up,
6085,号召力,hào zhào lì,appeal; charisma,
6086,琐事,suǒ shì,trivial matters,
6087,谦卑,qiān bēi,humility,
6088,喜马拉雅,Xǐ mǎ lā yǎ,Himalaya,
6089,果敢,guǒ gǎn,resolute,
6090,一贯,yí guàn,consistent,
6091,量变,liàng biàn,quantitative change,
6092,增援,zēng yuán,reinforcement,
6093,光标,guāng biāo,cursor,
6094,现役,xiàn yì,active service,
6095,全盘,quán pán,overall,
6096,海拔,hǎi bá,altitude,
6097,虚度,xū dù,idle away,
6098,仆役,pú yì,servant,
6099,体贴,tǐ tiē,thoughtful,
6100,刽子手,guì zi shǒu,executioner,
6101,恭敬,gōng jìng,respectful,
6102,逮捕,dài bǔ,arrest,
6103,绞索,jiǎo suǒ,noose,
6104,坟墓,fén mù,tomb,
6105,屠刀,tú dāo,butcher’s knife,
6106,发扬,fā yáng,carry forward,
6107,奸诈,jiān zhà,treacherous,
6108,喉结,hóu jié,Adam’s apple,
6109,焕发,huàn fā,radiate,
6110,红晕,hóng yùn,flushed,
6111,不理睬,bù lǐ cǎi,ignore,
6112,可憎,kě zēng,hateful,
6113,偏执,piān zhí,paranoid,
6114,失言,shī yán,slip of the tongue,
6115,断层扫描,duàn céng sǎo miáo,CT scan,
6116,核磁共振,hé cí gòng zhèn,MRI,
6117,神经元,shén jīng yuán,neuron,
6118,帧率,zhēn lǜ,frame rate,
6119,集成电路,jí chéng diàn lù,integrated circuit,
6120,翻一番,fān yì fān,double,
6121,怜悯,lián mǐn,pity,
6122,大雁,dà yàn,wild goose,
6123,娟秀,juān xiù,graceful,
6124,绑架,bǎng jià,kidnap,
6125,连任,lián rèn,re-election,
6126,折衷,zhé zhōng,compromise,
6127,动辄,dòng zhé,frequent; at every turn,
6128,奢谈,shē tán,wild talk,
6129,精心,jīng xīn,meticulous,
6130,此话怎讲,cǐ huà zěn jiǎng,what do you mean by that,
6131,功利,gōng lì,utilitarian,
6132,要挟,yāo xié,threaten,
6133,卑鄙,bēi bǐ,despicable,
6134,空腹,kōng fù,empty stomach,
6135,航天飞机,háng tiān fēi jī,space shuttle,
6136,换代产品,huàn dài chǎn pǐn,next-generation product,
6137,孜然,zī rán,cumin,
6138,谋求,móu qiú,seek,
6139,配备,pèi bèi,equip,
6140,表扬,biǎo yáng,praise,
6141,扩音器,kuò yīn qì,loudspeaker,
6142,考核,kǎo hé,assess,
6143,注定,zhù dìng,destined,
6144,滑行,huá xíng,glide,
6145,娘胎,niáng tāi,mother’s womb,
6146,攥紧,zuàn jǐn,clench,
6147,怒吼,nù hǒu,roar,
6148,化疗,huà liáo,chemotherapy,
6149,毅然决然,yì rán jué rán,resolutely and decisively,
6150,亡羊补牢未为晚也,wáng yáng bǔ láo wèi wéi wǎn yě,better late than never,
6151,不孝有三无后为大,bù xiào yǒu sān wú hòu wéi dà,"of the three unfilial acts, having no descendants is the worst",
6152,朝思暮想,zhāo sī mù xiǎng,to yearn for day and night,
6153,斩尽杀绝,zhǎn jìn shā jué,to kill and destroy completely,
6154,壁立千仞,bì lì qiān rèn,stand like a lofty cliff,
6155,搔首弄姿,sāo shǒu nòng zī,to pose coquettishly,
6156,力所能及,lì suǒ néng jí,within one’s power,
6157,顺理成章,shùn lǐ chéng zhāng,logical and natural,
6158,不胫而走,bù jìng ér zǒu,to spread rapidly (news/rumors),
6159,戒备森严,jiè bèi sēn yán,heavily guarded,
6160,忧心忡忡,yōu xīn chōng chōng,full of anxiety,
6161,心力交瘁,xīn lì jiāo cuì,exhausted in body and mind,
6162,小心谨慎,xiǎo xīn jǐn shèn,cautious and prudent,
6163,兴味索然,xìng wèi suǒ rán,uninterested,
6164,雷霆万钧,léi tíng wàn jūn,irresistible force,
6165,不虚此行,bù xū cǐ xíng,not a wasted trip,
6166,无微不至,wú wēi bù zhì,meticulous,
6167,严阵以待,yán zhèn yǐ dài,to wait in full battle array,
6168,身首异处,shēn shǒu yì chù,beheaded,
6169,忍辱负重,rěn rǔ fù zhòng,endure humiliation to bear a heavy responsibility,
6170,无忧无虑,wú yōu wú lǜ,carefree,
6171,弦外之音,xián wài zhī yīn,subtext; implied meaning,
6172,安然无恙,ān rán wú yàng,safe and sound,
6173,无可厚非,wú kě hòu fēi,not much to blame,
6174,投机取巧,tóu jī qǔ qiǎo,to seize every opportunity for personal gain,
6175,哗众取宠,huá zhòng qǔ chǒng,to pander to the crowd,
6176,久闻大名,jiǔ wén dà míng,have long heard of your great name,
6177,后患无穷,hòu huàn wú qióng,endless future trouble,
6178,墨守成规,mò shǒu chéng guī,to stick to conventions,
6179,听天由命,tīng tiān yóu mìng,to resign oneself to fate,
6180,生米煮成熟饭,shēng mǐ zhǔ chéng shú fàn,what’s done is done,
6181,海鸥,hǎi ōu,seagull,
6182,圆锥,yuán zhuī,cone,
6183,赞赏,zàn shǎng,admire,
6184,会面,huì miàn,meet,
6185,堵塞,dǔ sè,block,
6186,咀嚼,jǔ jué,chew,
6187,念珠,niàn zhū,rosary,
6188,萧瑟,xiāo sè,desolate,
6189,锐利,ruì lì,sharp,
6190,磨损,mó sǔn,wear down,
6191,添加剂,tiān jiā jì,additive,
6192,防腐剂,fáng fǔ jì,preservative,
6193,蜷伏,quán fú,curl up,
6194,跌幅,diē fú,decline range,
6195,碰撞,pèng zhuàng,collision,
6196,柑橘,gān jú,citrus,
6197,对称,duì chèn,symmetric,
6198,纤维,xiān wéi,fiber,
6199,摄氏度,shè shì dù,Celsius,``
6200,华氏度,huá shì dù,Fahrenheit,
6201,匹配数据,pǐ pèi shù jù,match data,
6202,掩体,yǎn tǐ,shelter; bunker,
6203,妒忌,dù jì,jealous,
6204,禽流感,qín liú gǎn,bird flu,
6205,痊愈,quán yù,recover completely,
6206,勤杂工,qín zá gōng,janitor,
6207,法案,fǎ àn,bill; act,
6208,地窖,dì jiào,cellar,
6209,煞白,shà bái,pale,
6210,疫情,yì qíng,epidemic situation,
6211,撒播,sǎ bō,scatter; spread,
6212,肝脏,gān zàng,liver,
6213,心肺,xīn fèi,heart and lungs,
6214,腹腔,fù qiāng,abdominal cavity,
6215,突兀,tū wù,abrupt; towering,
6216,呻吟,shēn yín,groan,
6217,挑明,tiǎo míng,make clear,
6218,铺设,pū shè,lay; install,
6219,痛风,tòng fēng,gout,
6220,债券,zhài quàn,bond,
6221,凭证,píng zhèng,voucher; certificate,
6222,标度,biāo dù,scale,
6223,稀罕,xī han,rare; precious,
6224,卧铺车,wò pù chē,sleeper car,
6225,砖窑,zhuān yáo,brick kiln,
6226,巷道,xiàng dào,tunnel,
6227,泥泞,ní nìng,muddy,
6228,驱车,qū chē,drive (a car),
6229,陪衬,péi chèn,foil; contrast,
6230,拘留,jū liú,detain,
6231,皑皑,ái ái,snowy white,
6232,陨石,yǔn shí,meteorite,
6233,住宅,zhù zhái,residence,
6234,钟爱,zhōng ài,deeply love,
6235,踏实,tā shi,down-to-earth,
6236,特遣,tè qiǎn,tasked (special duty),
6237,显微镜,xiǎn wēi jìng,microscope,
6238,车床,chē chuáng,lathe,
6239,镍,niě,nickel,
6240,亚磷,yà lín,phosphorus,
6241,硅谷,guī gǔ,Silicon Valley,
6242,硫,liú,sulfur,
6243,铺垫,pū diàn,foreshadow; pave the way,
6244,还价,huán jià,bargain,
6245,车间,chē jiān,workshop,
6246,碎屑,suì xiè,fragments; debris,
6247,钳子,qián zi,pliers,
6248,硝烟,xiāo yān,gunpowder smoke,
6249,坚如磐石,jiān rú pán shí,as solid as a rock,
6250,曙光在前头,shǔ guāng zài qián tou,dawn is ahead; hope is near,
6251,生机盎然,shēng jī àng rán,full of vitality,
6252,大千世界,dà qiān shì jiè,the vast world,
6253,适者生存,shì zhě shēng cún,survival of the fittest,
6254,望而生畏,wàng ér shēng wèi,to look and feel afraid,
6255,戛然而止,jiá rán ér zhǐ,stop abruptly,
6256,莫名其妙,mò míng qí miào,inexplicable; baffling,
6257,风花雪月,fēng huā xuě yuè,sentimental or romantic talk,
6258,装腔作势,zhuāng qiāng zuò shì,put on airs,
6259,同日而语,tóng rì ér yǔ,mention in the same breath,
6260,老态龙钟,lǎo tài lóng zhōng,decrepit and aged,
6261,茫然若失,máng rán ruò shī,at a loss,
6262,哑然失笑,yǎ rán shī xiào,break into an involuntary laugh,
6263,鲜艳夺目,xiān yàn duó mù,bright and dazzling,
6264,势均力敌,shì jūn lì dí,evenly matched,
6265,自得其乐,zì dé qí lè,find joy in one’s own way,
6266,好了伤疤忘了疼,hǎo le shāng bā wàng le téng,forget the pain once the scar heals,
6267,震耳欲聋,zhèn ěr yù lóng,deafening,
6268,常驻,cháng zhù,permanently stationed,
6269,游牧,yóu mù,nomadic,
6270,惯例,guàn lì,convention; usual practice,
6271,逆流,nì liú,go against the current,
6272,只身,zhī shēn,alone; by oneself,
6273,脐带,qí dài,umbilical cord,
6274,依附,yī fù,depend on; attach to,
6275,过渡,guò dù,transition,
6276,飞溅,fēi jiàn,splash; spatter,
6277,验尸,yàn shī,autopsy,
6278,周密,zhōu mì,thorough; meticulous,
6279,波澜,bō lán,waves; ups and downs,
6280,悸动,jì dòng,palpitation; emotional stir,
6281,损伤,sǔn shāng,damage; injury,
6282,敬挽,jìng wǎn,condolence wreath,
6283,殡仪馆,bìn yí guǎn,funeral home,
6284,唤醒,huàn xǐng,awaken,
6285,直至,zhí zhì,until; up to,
6286,绝后,jué hòu,never to be duplicated,
6287,突触,tū chù,synapse,
6288,火药,huǒ yào,gunpowder,
6289,璀璨,cuǐ càn,brilliant; dazzling,
6290,命题,mìng tí,proposition; thesis,
6291,受试者,shòu shì zhě,test subject,
6292,浩淼,hào miǎo,vast and misty,
6293,骨灰,gǔ huī,ashes (of the dead),
6294,愚昧,yú mèi,ignorant; foolish,
6295,团伙,tuán huǒ,gang; criminal group,
6296,迫害,pò hài,persecute,
6297,嘶哑,sī yǎ,hoarse,
6298,颓然,tuí rán,dejected; dispirited,
6299,搏斗,bó dòu,struggle; fight,
6300,局部,jú bù,partial; local,
6301,超标,chāo biāo,exceed the limit,
6302,反应堆,fǎn yìng duī,reactor (nuclear),
6303,摩登,mó dēng,modern,
6304,省略,shěng lüè,omit,
6305,施加,shī jiā,apply; exert,
6306,重获,chóng huò,regain,
6307,嘈杂,cáo zá,noisy,
6308,汗颜,hàn yán,feel ashamed,
6309,喧哗,xuān huá,noisy; uproarious,
6310,预言,yù yán,prophecy; prediction,
6311,表决,biǎo jué,vote; decide by vote,
6312,议案,yì àn,proposal; motion,
6313,救济,jiù jì,relief; aid,
6314,篡改,cuàn gǎi,tamper with; falsify,
6315,花岗岩,huā gāng yán,granite,
6316,口齿不清,kǒu chǐ bù qīng,slurred speech,
6317,文职,wén zhí,civilian post,
6318,谦逊,qiān xùn,modest; humble,
6319,外遇,wài yù,affair; extramarital relationship,
6320,瑟瑟,sè sè,trembling; rustling,
